UserId, SessionType, dt in ms, HeadOrigin.x, HeadOrigin.y, HeadOrigin.z, HeadDir.x, HeadDir.y, HeadDir.z, EyeOrigin.x, EyeOrigin.y, EyeOrigin.z, EyeDir.x, EyeDir.y, EyeDir.z, EyeHitPos.x, EyeHitPos.y, EyeHitPos.z
tester, Session00, 590.925, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01754144, -0.08094282, 0.9965644, 0.03555587, -0.1640682, 2.02
tester, Session00, 594.9378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0149883, -0.08030029, 0.996658, 0.03037789, -0.1627505, 2.02
tester, Session00, 599.901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01243667, -0.07774564, 0.9968957, 0.02520031, -0.1575352, 2.02
tester, Session00, 606.8824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.009883858, -0.07519047, 0.9971202, 0.02002306, -0.1523234, 2.02
tester, Session00, 612.8664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.007329927, -0.07263482, 0.9973317, 0.01484607, -0.1471149, 2.02
tester, Session00, 616.8556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004774945, -0.07007866, 0.9975301, 0.009571469, -0.140474, 1.999568
tester, Session00, 621.8423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004132088, -0.0694356, 0.9975778, 0.008282452, -0.1391783, 1.999568
tester, Session00, 626.829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003489168, -0.0687925, 0.9976249, 0.006993438, -0.1378828, 1.999568
tester, Session00, 630.8183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002846189, -0.06814939, 0.997671, 0.005704433, -0.1365874, 1.999568
tester, Session00, 638.7971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000289526, -0.06559245, 0.9978465, 0.0005801764, -0.1314396, 1.999568
tester, Session00, 646.7762, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.002268002, -0.06303509, 0.9980087, -0.004544073, -0.1262944, 1.999568
tester, Session00, 657.7462, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.004826327, -0.06047729, 0.9981579, -0.009668379, -0.1211516, 1.999568
tester, Session00, 668.7184, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.005469987, -0.05983383, 0.9981934, -0.01095741, -0.1198584, 1.999568
tester, Session00, 679.6879, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.006114375, -0.05727554, 0.9983397, -0.01224644, -0.1147168, 1.999568
tester, Session00, 691.6561, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.006757941, -0.05727556, 0.9983355, -0.01353549, -0.1147173, 1.999568
tester, Session00, 703.624, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.007401773, -0.05663196, 0.9983677, -0.01482455, -0.1134246, 1.999568
tester, Session00, 716.0963, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.007402042, -0.05598836, 0.998404, -0.01482455, -0.1121315, 1.999568
tester, Session00, 728.0641, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.008045648, -0.05598837, 0.998399, -0.01611362, -0.1121321, 1.999568
tester, Session00, 740.0322, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.008046777, -0.05342954, 0.9985391, -0.01611362, -0.1069923, 1.999568
tester, Session00, 752.9977, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.008690472, -0.05342955, 0.9985338, -0.0174027, -0.1069929, 1.999568
tester, Session00, 767.9577, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.008690769, -0.05278581, 0.9985681, -0.0174027, -0.1057002, 1.999568
tester, Session00, 781.9209, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.01125012, -0.05214208, 0.9985763, -0.02252746, -0.1044103, 1.999568
tester, Session00, 795.8834, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.01125159, -0.04958272, 0.9987066, -0.02252746, -0.09927241, 1.999568
tester, Session00, 814.3395, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.01381262, -0.04702304, 0.9987983, -0.0276525, -0.09413888, 1.999568
tester, Session00, 830.2962, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.01637906, -0.03703207, 0.9991798, -0.03277792, -0.07410892, 1.999568
tester, Session00, 844.2592, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.01894327, -0.03132853, 0.9993297, -0.03790376, -0.06268556, 1.999568
tester, Session00, 857.2245, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02150582, -0.02876702, 0.9993547, -0.04303011, -0.05755874, 1.999568
tester, Session00, 872.1843, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02215159, -0.02620531, 0.9994111, -0.04431971, -0.05243017, 1.999568
tester, Session00, 886.1471, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 901.1073, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 915.5744, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 929.5377, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 943.4997, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 957.4621, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 972.423, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 986.385, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1001.3459, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1015.8118, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1030.7722, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1044.7345, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1058.699, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1075.6518, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1090.612, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1105.5725, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1120.0409, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1134.0038, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1147.9659, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1162.9263, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1176.8889, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1190.8525, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1205.8116, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1219.7746, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1234.7339, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1248.6968, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1262.6596, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1278.6166, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1292.581, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1308.5368, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1323.4968, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1339.4544, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1353.4169, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1368.3768, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1383.3385, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1399.294, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1413.2569, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1430.212, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1445.1718, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1460.1313, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1475.092, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1489.0541, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1504.0145, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1518.9743, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1532.9372, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1547.8978, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1562.857, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1576.8194, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
tester, Session00, 1591.7797, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.02279622, -0.02556089, 0.9994133, -0.04560936, -0.05114074, 1.999568
