UserId, SessionType, dt in ms, HeadOrigin.x, HeadOrigin.y, HeadOrigin.z, HeadDir.x, HeadDir.y, HeadDir.z, EyeOrigin.x, EyeOrigin.y, EyeOrigin.z, EyeDir.x, EyeDir.y, EyeDir.z, EyeHitPos.x, EyeHitPos.y, EyeHitPos.z
tester, Session00, 4.9869, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 8.9761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 15.957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 22.94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 29.9197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 36.9012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 42.8852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 49.8664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 55.8505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 61.8346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 68.816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 75.797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 82.7784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 90.7578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 97.7384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 103.7231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 109.7064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 119.6799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 125.6637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 132.6453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 138.6291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 145.6108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 153.5891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 157.5787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 163.5624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 170.5438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 176.5279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 186.5016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 192.4851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 198.4693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 204.9567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 211.9383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 221.9121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 227.8953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 233.8794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 239.8634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 246.8449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 251.8315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 257.8153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 263.7994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 270.7807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 275.7676, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 285.7411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 291.7248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 298.7062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 306.6849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 312.6688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 318.6529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 326.6321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 332.6153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 337.6022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 343.5862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 352.562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 358.546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 364.5301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 371.5115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 377.4954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 383.4811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 389.4633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 396.4448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 400.4341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 407.4153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 416.3914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 423.3727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 430.3542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1191524, -0.1369629, 0.983384, 0.238386, -0.2740191, 1.967438
tester, Session00, 438.3329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1185185, -0.1369629, 0.9834605, 0.2370992, -0.2739978, 1.967438
tester, Session00, 442.3223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1178845, -0.1369629, 0.9835367, 0.2358126, -0.2739765, 1.967438
tester, Session00, 449.3035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1153739, -0.1363243, 0.9839231, 0.2306999, -0.272592, 1.967438
tester, Session00, 455.2877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1147497, -0.1356856, 0.9840843, 0.2294143, -0.2712705, 1.967438
tester, Session00, 465.2613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1091698, -0.1331462, 0.9850656, 0.2180411, -0.2659284, 1.967438
tester, Session00, 471.245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1066814, -0.1306059, 0.985678, 0.2129387, -0.2606927, 1.967438
tester, Session00, 476.2317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1010631, -0.1299668, 0.9863544, 0.2015861, -0.2592391, 1.967438
tester, Session00, 480.2209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0954642, -0.1274254, 0.9872433, 0.1902468, -0.2539411, 1.967438
tester, Session00, 485.2082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09294158, -0.126786, 0.9875663, 0.1874463, -0.2557043, 1.991742
tester, Session00, 490.1948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08733249, -0.1242436, 0.9884011, 0.1790049, -0.2546614, 2.02592
tester, Session00, 494.1836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08171634, -0.1217004, 0.9891974, 0.1673587, -0.2492478, 2.02592
tester, Session00, 499.1702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08108507, -0.1210605, 0.9893278, 0.1660439, -0.2479046, 2.02592
tester, Session00, 504.1567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07121006, -0.1185163, 0.9903954, NaN, NaN, NaN
tester, Session00, 508.1463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06557669, -0.1159713, 0.9910854, NaN, NaN, NaN
tester, Session00, 513.133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06494267, -0.115331, 0.9912019, NaN, NaN, NaN
tester, Session00, 517.1222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05930241, -0.1127851, 0.9918482, NaN, NaN, NaN
tester, Session00, 522.1112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05676458, -0.1121445, 0.9920692, NaN, NaN, NaN
tester, Session00, 528.0929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05111667, -0.1095977, 0.9926608, NaN, NaN, NaN
tester, Session00, 532.0825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04546356, -0.1070501, 0.9932137, NaN, NaN, NaN
tester, Session00, 536.0716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04292984, -0.1045018, 0.9935977, NaN, NaN, NaN
tester, Session00, 543.0539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04038615, -0.1038606, 0.9937716, NaN, NaN, NaN
tester, Session00, 547.0424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03472336, -0.1013115, 0.9942486, NaN, NaN, NaN
tester, Session00, 552.029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03409122, -0.09876169, 0.994527, NaN, NaN, NaN
tester, Session00, 557.0158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03155038, -0.09621122, 0.9948608, NaN, NaN, NaN
tester, Session00, 561.0051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02900258, -0.09556956, 0.9950002, NaN, NaN, NaN
tester, Session00, 566.9896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02645426, -0.09492786, 0.9951326, NaN, NaN, NaN
tester, Session00, 570.9783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02581898, -0.09237646, 0.9953893, NaN, NaN, NaN
tester, Session00, 574.9676, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02327349, -0.08982442, 0.9956857, NaN, NaN, NaN
tester, Session00, 579.9546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02263295, -0.08918238, 0.9957582, NaN, NaN, NaN
tester, Session00, 583.9437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02008562, -0.08662964, 0.9960381, 0.04073433, -0.1756879, 2.02
